@timestamp per second,sender_read_bytes,sender_write_bytes,sender_remote_ost_read_bytes,sender_remote_ost_write_bytes,sender_dtn_read_bytes,sender_dtn_write_bytes,sender_retrans,receiver_read_bytes,receiver_write_bytes,receiver_remote_ost_read_bytes,receiver_remote_ost_write_bytes,receiver_dtn_read_bytes,receiver_dtn_write_bytes,Differences of Last value of write_bytes_io,through_put
04:59:16 PM,306184192,0,504889344,0,301989888,0,0,0,306184192,0,293601280,0,297140224,291766272,2.0888671875
04:59:17 PM,289406976,0,509083648,0,298975232,0,0,0,293601280,0,289406976,0,298057728,287178752,2.193359375
04:59:18 PM,293601280,0,506986496,0,288227328,0,0,0,306184192,0,297795584,0,298057728,297664512,2.216796875
04:59:19 PM,297795584,0,504365056,0,301989888,0,0,0,297795584,0,289406976,0,297009152,287625216,2.1513671875
04:59:20 PM,306184192,0,508035072,0,297795584,0,0,0,293601280,0,297795584,0,310378496,294465536,2.1748046875
04:59:21 PM,301989888,0,508559360,0,306184192,0,0,0,293601280,0,297795584,0,287047680,294387712,2.216796875
04:59:22 PM,289406976,0,505937920,0,296222720,0,0,0,301989888,0,0,0,294780928,282599424,2.1201171875
04:59:23 PM,297795584,0,509083648,0,295829504,0,0,0,301989888,0,285212672,0,293339136,289931264,2.1689453125
04:59:24 PM,289406976,0,504889344,0,295174144,0,0,0,289406208,0,293601280,0,299237376,299634688,2.234375
04:59:25 PM,301989888,0,508559360,0,288489472,0,0,0,0,0,297794816,0,304611328,290848768,2.1896904706955
04:59:26 PM,301989888,0,509607936,0,304873472,0,0,0,301989888,0,297795584,0,297795584,292823040,2.0944892168045
04:59:27 PM,0,0,509083648,0,301989888,0,0,0,297794816,0,297794816,0,302120960,297533440,2.28125
04:59:28 PM,306184192,0,509607936,0,306184192,0,0,0,301989888,0,289406976,0,292976320,290324480,2.19171911478043
04:59:29 PM,293601280,0,509083648,0,290848768,0,0,0,297795584,0,297795584,0,295668032,292818944,2.17058557271957
04:59:30 PM,297795584,0,509607936,0,300810240,0,0,0,306183424,0,306183424,0,306315264,297877504,2.19921875
04:59:31 PM,306184192,0,508035072,0,305004544,0,0,0,301989120,0,293600512,0,301858816,305979392,2.2158203125
04:59:32 PM,293601280,0,505413632,0,298713088,0,0,0,297795584,0,293601280,0,306184192,282460160,2.0673828125
04:59:33 PM,297795584,0,511180800,0,293601280,0,0,0,293629952,0,289435648,0,299106304,283799552,2.1826171875
04:59:34 PM,301989888,0,510132224,0,301989888,0,0,0,293601280,0,301989888,0,287178752,294227968,2.2060546875
04:59:35 PM,289406976,0,504889344,0,284426240,0,0,0,293601280,0,272629760,0,284557312,291897344,2.1513671875
04:59:36 PM,297795584,0,508559360,0,301596672,0,0,0,301989888,0,293601280,0,300810240,287633408,2.203125
04:59:37 PM,297795584,0,509083648,0,298975232,0,0,0,306183424,0,306183424,0,304742400,304816128,2.1953125
04:59:38 PM,297795584,0,508035072,0,297795584,0,0,0,289406976,0,297795584,0,303824896,283250688,2.0888671875
04:59:39 PM,301989888,0,507510784,0,301989888,0,0,0,293600512,0,289406208,0,0,293867520,2.212890625
04:59:40 PM,301989888,0,510656512,0,301465600,0,0,0,297794816,0,289406208,0,295305216,299499520,2.2451171875
04:59:41 PM,293601280,0,509607936,0,289931264,0,0,0,301989888,0,306184192,0,290193408,297664512,2.04296875
04:59:42 PM,297795584,0,508035072,0,301727744,0,0,0,301989120,0,289406208,0,298057728,274771968,2.2705078125
04:59:43 PM,289406976,0,508559360,0,285474816,0,0,0,285212672,0,285212672,0,301596672,304181248,2.208984375
04:59:44 PM,306184192,0,504889344,0,310378496,0,0,0,310377728,0,306183424,0,295043072,295575552,2.1240234375
04:59:45 PM,301989888,0,511705088,0,301989888,0,0,0,293599776,0,293599776,0,310378496,280887296,2.1611328125
04:59:46 PM,301989888,0,504365056,0,300154880,0,0,0,297795584,0,285212672,0,291635200,300158976,2.1611328125
04:59:47 PM,297795584,0,512229376,0,292683776,0,0,0,306184192,0,301989888,0,295960576,290459648,2.119140625
04:59:48 PM,281018368,0,505413632,0,287965184,0,0,0,285211904,0,293600512,0,297558048,282853376,2.18359375
04:59:49 PM,301989888,0,503840768,0,301989888,0,0,0,285212672,0,276824064,0,299474912,295047168,2.1904296875
04:59:50 PM,297795584,0,504889344,0,299237376,0,0,0,310377728,0,301989120,0,278921216,292216832,2.2177734375
04:59:51 PM,301989888,0,505413632,0,302776320,0,0,0,301989120,0,306183424,0,304348416,294858752,2.1123046875
04:59:52 PM,293601280,0,508559360,0,290324480,0,0,0,301989888,0,285212672,0,302764736,284962816,2.13768970966339
04:59:53 PM,289406976,0,506462208,0,290455552,0,0,0,281018368,0,285212672,0,301871168,286261248,2.2841796875
04:59:54 PM,301989888,0,501219328,0,0,0,0,0,297794816,0,301989888,0,287309824,297013248,2.14844310283661
04:59:55 PM,301989888,0,509083648,0,301989888,0,0,0,310377728,0,301989120,0,301072384,301993984,2.2529296875
04:59:56 PM,301989888,0,503840768,0,301989888,0,0,0,293601280,0,293600512,0,311033856,291766272,2.0595703125
04:59:57 PM,301989888,0,505413632,0,301989888,0,0,0,297795584,0,289406976,0,288751616,287309824,2.185546875
04:59:58 PM,285212672,0,506986496,0,294649856,0,0,0,301989888,0,289406976,0,295174144,293339136,2.1748046875
04:59:59 PM,289406976,0,505413632,0,297926656,0,0,0,293600512,0,301989120,0,297597152,290197504,2.1259765625
05:00:00 PM,297795584,0,507510784,0,288227328,0,0,0,289406208,0,281017600,0,299435808,283119616,2.1650390625
05:00:01 PM,301989888,0,505413632,0,293601280,0,0,0,301989888,0,289406976,0,295174144,294920192,2.1865234375
05:00:02 PM,306184192,0,506986496,0,301989888,0,0,0,293387744,0,297795584,0,301596672,286793728,2.1103515625
05:00:03 PM,285212672,0,508559360,0,302907392,0,0,0,301989888,0,297582048,0,285868032,289030144,2.259765625
05:00:04 PM,285212672,0,507510784,0,287440896,0,0,0,293601280,0,285212672,0,291897344,300793856,2.2080078125
05:00:05 PM,306184192,0,505413632,0,289013760,0,0,0,297795584,0,301989888,0,306053120,284426240,2.1337890625
05:00:06 PM,306184192,0,504889344,0,303431680,0,0,0,301989888,0,301989888,0,302514176,291635200,2.1875
05:00:07 PM,301989888,0,507510784,0,306184192,0,0,0,301989888,0,289406976,0,296615936,300544000,2.142578125
05:00:08 PM,297795584,0,507510784,0,296091648,0,0,0,293601280,0,293601280,0,300810240,286789632,2.130859375
05:00:09 PM,285212672,0,504889344,0,303693824,0,0,0,301989888,0,293601280,0,290062336,287834112,2.193359375
05:00:10 PM,289406976,0,510132224,0,285212672,0,0,0,289406976,0,289406976,0,294780928,295043072,2.1513671875
,,,,,,,,,,,,,,,2.6689453125
,,,,,,,,,,,,,,,3.3681640625
,,,,,,,,,,,,,,,2.02734375
,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,1.9755859375
,,,,,,,,,,,,,,,2.046875
,,,,,,,,,,,,,,,2.12122321128845
,,,,,,,,,,,,,,,2.66686272621155
,,,,,,,,,,,,,,,3.65555393695831
,,,,,,,,,,,,,,,3.41378200054169
,,,,,,,,,,,,,,,3.421875
,,,,,,,,,,,,,,,3.62032216787338
,,,,,,,,,,,,,,,2.15702158212662
,,,,,,,,,,,,,,,2.2529296875
,,,,,,,,,,,,,,,2.19472432136536
,,,,,,,,,,,,,,,2.13772767782211
,,,,,,,,,,,,,,,2.14801675081253
,,,,,,,,,,,,,,,2.2666015625
,,,,,,,,,,,,,,,2.18421947956085
,,,,,,,,,,,,,,,2.11949145793915
,,,,,,,,,,,,,,,2.16939842700958
,,,,,,,,,,,,,,,2.27298438549042
,,,,,,,,,,,,,,,2.103515625
,,,,,,,,,,,,,,,2.1259765625
,,,,,,,,,,,,,,,2.169921875
,,,,,,,,,,,,,,,2.130859375
,,,,,,,,,,,,,,,2.21484375
,,,,,,,,,,,,,,,2.171875
,,,,,,,,,,,,,,,2.1337890625
,,,,,,,,,,,,,,,2.1923828125
,,,,,,,,,,,,,,,2.1640625
,,,,,,,,,,,,,,,2.1162109375
,,,,,,,,,,,,,,,2.21875
,,,,,,,,,,,,,,,2.16535192728043
,,,,,,,,,,,,,,,2.08367151021957
,,,,,,,,,,,,,,,2.1376953125
,,,,,,,,,,,,,,,2.1630859375
,,,,,,,,,,,,,,,2.1982421875
,,,,,,,,,,,,,,,2.1923828125
