2023-03-30T14:07:50.199,0
2023-03-30T14:07:51.305,0
2023-03-30T14:07:52.408,0
2023-03-30T14:07:53.512,0
2023-03-30T14:07:54.617,0
2023-03-30T14:07:55.724,0
2023-03-30T14:07:56.831,0
2023-03-30T14:07:57.935,0
2023-03-30T14:07:59.040,0
2023-03-30T14:08:00.146,0
2023-03-30T14:08:01.251,0
2023-03-30T14:08:02.356,0
2023-03-30T14:08:03.463,0
2023-03-30T14:08:04.567,0
2023-03-30T14:08:05.673,0
2023-03-30T14:08:06.777,0
2023-03-30T14:08:07.881,0
2023-03-30T14:08:08.985,0
2023-03-30T14:08:10.091,0
2023-03-30T14:08:11.197,0
2023-03-30T14:08:12.304,0
2023-03-30T14:08:13.410,0
2023-03-30T14:08:14.515,0
2023-03-30T14:08:15.620,0
2023-03-30T14:08:16.726,0
2023-03-30T14:08:17.830,0
2023-03-30T14:08:18.934,0
2023-03-30T14:08:20.040,0
2023-03-30T14:08:21.146,0
2023-03-30T14:08:22.252,0
2023-03-30T14:08:23.356,0
2023-03-30T14:08:24.460,0
2023-03-30T14:08:25.567,0
2023-03-30T14:08:26.674,0
2023-03-30T14:08:27.780,0
2023-03-30T14:08:28.886,0
2023-03-30T14:08:29.991,0
2023-03-30T14:08:31.097,0
2023-03-30T14:08:32.203,0
2023-03-30T14:08:33.309,0
2023-03-30T14:08:34.415,0
2023-03-30T14:08:35.519,0
2023-03-30T14:08:36.626,0
2023-03-30T14:08:37.730,0
2023-03-30T14:08:38.837,0
2023-03-30T14:08:39.941,0
2023-03-30T14:08:41.045,0
2023-03-30T14:08:42.150,0
2023-03-30T14:08:43.256,0
2023-03-30T14:08:44.360,0
2023-03-30T14:08:45.465,0
2023-03-30T14:08:46.571,0
2023-03-30T14:08:47.676,0
2023-03-30T14:08:48.780,0
2023-03-30T14:08:49.885,0
2023-03-30T14:08:50.989,0
2023-03-30T14:08:52.095,0
2023-03-30T14:08:53.199,0
2023-03-30T14:08:54.305,0
2023-03-30T14:08:55.411,0
2023-03-30T14:08:56.515,0
2023-03-30T14:08:57.621,0
2023-03-30T14:08:58.726,0
2023-03-30T14:08:59.832,0
2023-03-30T14:09:00.938,0
2023-03-30T14:09:02.043,0
2023-03-30T14:09:03.149,0
2023-03-30T14:09:04.254,0
2023-03-30T14:09:05.359,0
2023-03-30T14:09:06.463,0
2023-03-30T14:09:07.568,0
2023-03-30T14:09:08.673,0
2023-03-30T14:09:09.777,0
2023-03-30T14:09:10.881,0
2023-03-30T14:09:11.985,0
2023-03-30T14:09:13.089,0
2023-03-30T14:09:14.193,0
2023-03-30T14:09:15.299,0
2023-03-30T14:09:16.404,0
2023-03-30T14:09:17.509,0
2023-03-30T14:09:18.615,0
2023-03-30T14:09:19.721,0
2023-03-30T14:09:20.825,0
2023-03-30T14:09:21.929,0
2023-03-30T14:09:23.034,0
2023-03-30T14:09:24.138,0
2023-03-30T14:09:25.242,0
2023-03-30T14:09:26.349,0
2023-03-30T14:09:27.454,0
2023-03-30T14:09:28.558,0
2023-03-30T14:09:29.661,0
2023-03-30T14:09:30.768,0
2023-03-30T14:09:31.875,0
2023-03-30T14:09:32.981,0
2023-03-30T14:09:34.085,0
2023-03-30T14:09:35.191,2
2023-03-30T14:09:36.295,2
2023-03-30T14:09:37.399,2
2023-03-30T14:09:38.509,2
2023-03-30T14:09:39.613,2
2023-03-30T14:09:40.717,0
2023-03-30T14:09:41.822,0
2023-03-30T14:09:42.928,0
2023-03-30T14:09:44.034,0
2023-03-30T14:09:45.138,0
2023-03-30T14:09:46.244,0
2023-03-30T14:09:47.350,0
2023-03-30T14:09:48.454,0
2023-03-30T14:09:49.560,0
2023-03-30T14:09:50.665,0
2023-03-30T14:09:51.770,0
2023-03-30T14:09:52.875,0
2023-03-30T14:09:53.982,0
2023-03-30T14:09:55.088,0
2023-03-30T14:09:56.194,0
2023-03-30T14:09:57.299,0
2023-03-30T14:09:58.406,0
