@timestamp per second,sender_read_bytes,sender_write_bytes,sender_remote_ost_read_bytes,sender_remote_ost_write_bytes,sender_dtn_read_bytes,sender_dtn_write_bytes,sender_retrans,sender_avg_send_value,sender_lustre_nic_IO,receiver_read_bytes,receiver_write_bytes,receiver_remote_ost_read_bytes,receiver_remote_ost_write_bytes,receiver_dtn_read_bytes,receiver_dtn_write_bytes,Differences of Last value of write_bytes_io,through_put
11:09:16 AM,201326592,0,188743680,0,191889408,0,0,3467.9,1251600578,0,197132288,0,192934144,0,199564800,193003520,1.41199111938477
11:09:17 AM,188743680,0,197132288,0,199622656,0,0,3468.7,1252150078,0,192932160,0,192936000,0,193132800,190083072,1.4418751001358
11:09:18 AM,197132288,0,192937984,0,192544768,0,0,3495.5,1253208090,0,197132192,0,197132192,0,197175616,196608000,1.46192002296448
11:09:19 AM,201326592,0,192937984,0,195428352,0,0,3607.2,1251299124,0,201326592,0,201067936,0,199910880,193347584,1.44138962030411
11:09:20 AM,201326592,0,201326592,0,200933376,0,0,3569.9,1251467180,0,201066560,0,192936608,0,197108992,195850240,1.45958971977234
11:09:21 AM,197132288,0,197132288,0,196476928,0,0,3550.1,1251711148,0,201326592,0,201322560,0,199519920,193261568,1.43579041957855
,,,,,,,,,,,,,,,,,1.41422432661057
,,,,,,,,,,,,,,,,,1.46226525306702
,,,,,,,,,,,,,,,,,1.43513232469559
,,,,,,,,,,,,,,,,,1.46104615926743
,,,,,,,,,,,,,,,,,1.46177977323532
,,,,,,,,,,,,,,,,,1.4614776968956
,,,,,,,,,,,,,,,,,1.46161794662476
,,,,,,,,,,,,,,,,,1.46095985174179
,,,,,,,,,,,,,,,,,1.43876802921295
,,,,,,,,,,,,,,,,,1.40621930360794
,,,,,,,,,,,,,,,,,1.40028566122055
,,,,,,,,,,,,,,,,,1.44253319501877
,,,,,,,,,,,,,,,,,1.42187333106995
,,,,,,,,,,,,,,,,,1.43173396587372
,,,,,,,,,,,,,,,,,1.46120798587799
,,,,,,,,,,,,,,,,,1.44514399766922
,,,,,,,,,,,,,,,,,1.44257634878159
,,,,,,,,,,,,,,,,,1.4418751001358
,,,,,,,,,,,,,,,,,1.4436120390892
,,,,,,,,,,,,,,,,,1.44284605979919
,,,,,,,,,,,,,,,,,1.46206027269363
,,,,,,,,,,,,,,,,,1.44496059417725
,,,,,,,,,,,,,,,,,1.42085921764374
,,,,,,,,,,,,,,,,,1.46092748641968
,,,,,,,,,,,,,,,,,1.4619847536087
,,,,,,,,,,,,,,,,,1.44244688749313
,,,,,,,,,,,,,,,,,1.4242359995842
,,,,,,,,,,,,,,,,,1.44348257780075
,,,,,,,,,,,,,,,,,1.46026939153671
,,,,,,,,,,,,,,,,,1.44366598129272
,,,,,,,,,,,,,,,,,1.46064698696136
,,,,,,,,,,,,,,,,,1.40738445520401
,,,,,,,,,,,,,,,,,1.44238215684891
,,,,,,,,,,,,,,,,,1.4599888920784
,,,,,,,,,,,,,,,,,1.42612397670746
,,,,,,,,,,,,,,,,,1.4259837269783
,,,,,,,,,,,,,,,,,1.4423605799675
,,,,,,,,,,,,,,,,,1.43477630615234
,,,,,,,,,,,,,,,,,1.42348206043243
,,,,,,,,,,,,,,,,,1.38599491119385
,,,,,,,,,,,,,,,,,1.42495882511139
,,,,,,,,,,,,,,,,,1.46117562055588
,,,,,,,,,,,,,,,,,1.46083039045334
,,,,,,,,,,,,,,,,,1.4612295627594
,,,,,,,,,,,,,,,,,1.46069014072418
,,,,,,,,,,,,,,,,,1.46139138936996
,,,,,,,,,,,,,,,,,1.46226525306702
,,,,,,,,,,,,,,,,,1.46204948425293
,,,,,,,,,,,,,,,,,1.44027841091156
,,,,,,,,,,,,,,,,,1.46081960201263
,,,,,,,,,,,,,,,,,1.44606101512909
