@timestamp per second,sender_read_bytes,sender_write_bytes,sender_remote_ost_read_bytes,sender_remote_ost_write_bytes,sender_dtn_read_bytes,sender_dtn_write_bytes,sender_retrans,receiver_read_bytes,receiver_write_bytes,receiver_remote_ost_read_bytes,receiver_remote_ost_write_bytes,receiver_dtn_read_bytes,receiver_dtn_write_bytes,Differences of Last value of write_bytes_io,through_put
12:12:42 PM,381681664,0,377487360,0,383778816,0,0,0,377487360,0,377487360,0,1180958720,372031488,2.7578125
12:12:43 PM,377487360,0,369098752,0,375259136,0,0,0,373293056,0,385875968,0,1204289536,352534528,2.583984375
12:12:44 PM,352321536,0,352321536,0,355598336,0,0,0,352321536,0,343932928,0,1188691968,344440832,2.5400390625
12:12:45 PM,352321536,0,348127232,0,349044736,0,0,0,348127232,0,356515840,0,1195900928,355794944,2.5673828125
12:12:46 PM,352321536,0,348127232,0,348913664,0,0,0,360710144,0,348127232,0,1194328064,338247680,2.556640625
12:12:47 PM,352321536,0,335544320,0,346947584,0,0,0,335544320,0,343932928,0,1179779072,349626368,2.7177734375
12:12:48 PM,369098752,0,377487360,0,381812736,0,0,0,377487360,0,348127232,0,1211498496,360128512,2.59375
12:12:49 PM,352321536,0,352321536,0,350748672,0,0,0,348127232,0,360710144,0,1197473792,344506368,2.5625
12:12:50 PM,348127232,0,339738624,0,343801856,0,249,0,352321536,0,352321536,0,1188167680,343769088,2.6318359375
12:12:51 PM,364904448,0,360710144,0,367656960,0,0,0,348127232,0,348127232,0,1181089792,354467840,2.6044921875
12:12:52 PM,352321536,0,348127232,0,353763328,0,0,0,356515840,0,348127232,0,1198784512,350568448,2.54296875
12:12:53 PM,343932928,0,343932928,0,351535104,0,0,0,352321536,0,343932928,0,1199702016,347947008,2.6376953125
12:12:54 PM,369098752,0,360710144,0,361889792,0,0,0,356515840,0,369098752,0,1194459136,339714048,2.603515625
12:12:55 PM,352321536,0,348127232,0,353370112,0,0,0,348127232,0,352321536,0,1192624128,356409344,2.5146484375
12:12:56 PM,356515840,0,348127232,0,354549760,0,0,0,356515840,0,335544320,0,1197604864,346210304,2.677734375
12:12:57 PM,352321536,0,352321536,0,354287616,0,0,0,356515840,0,369098752,0,1189085184,341786624,2.59375
12:12:58 PM,364904448,0,352321536,0,355074048,0,0,0,348127232,0,343932928,0,1188954112,356515840,2.5625
12:12:59 PM,348127232,0,352321536,0,346947584,0,6,0,339738624,0,343932928,0,1186463744,350404608,2.623046875
12:13:00 PM,356515840,0,352321536,0,366346240,0,0,0,373293056,0,343932928,0,1211629568,345849856,2.5927734375
12:13:01 PM,352321536,0,352321536,0,349569024,0,0,0,348127232,0,369098752,0,1190133760,350142464,2.5947265625
12:13:02 PM,352321536,0,352321536,0,355729408,0,0,0,356515840,0,352321536,0,1199833088,346112000,2.58984375
12:13:03 PM,360710144,0,352321536,0,357040128,0,0,0,352321536,0,352321536,0,1186988032,348127232,2.6064453125
12:13:04 PM,352321536,0,348127232,0,355074048,0,0,0,348127232,0,343932928,0,1260781568,352305152,2.6376953125
12:13:05 PM,348127232,0,348127232,0,352321536,0,0,0,360710144,0,352321536,0,1650458624,348323840,2.5380859375
12:13:06 PM,364904448,0,343932928,0,360841216,0,0,0,348127232,0,335544320,0,1190264832,349700096,2.625
12:13:07 PM,352321536,0,356515840,0,349306880,0,0,0,356515840,0,360710144,0,1196163072,346292224,2.5673828125
12:13:08 PM,356515840,0,343932928,0,360972288,0,0,0,356515840,0,352321536,0,1196032000,348209152,2.591796875
12:13:09 PM,356515840,0,360710144,0,352190464,0,0,0,352321536,0,343932928,0,1198391296,343916544,2.62109375
12:13:10 PM,356515840,0,348127232,0,356909056,0,0,0,356515840,0,352321536,0,1190264832,353951744,2.58203125
12:13:11 PM,348127232,0,352321536,0,353239040,0,0,0,352321536,0,352321536,0,1192230912,350707712,2.56640625
