time, payload, fcpu, fmem, stat col cpu, stat col mem
0.027209997177124023,0,0.0,216715264,0.0,21434368
0.016170978546142578,130,0.0,217300992,0.0,21536768
0.014729022979736328,129,0.0,217333760,0.0,21544960
0.014841079711914062,129,0.0,217358336,0.0,21549056
0.014650106430053711,135,0.0,217358336,0.0,21549056
0.01402902603149414,161,0.0,217366528,0.0,21549056
0.01382303237915039,161,0.0,217366528,1.0,21549056
0.013747930526733398,159,0.0,217366528,0.0,21549056
0.01452016830444336,160,0.0,217374720,1.0,21553152
0.014061927795410156,164,0.0,217378816,0.0,21553152
0.014189004898071289,163,0.0,217559040,0.0,21553152
0.014767885208129883,162,0.0,217567232,0.0,21557248
0.015094995498657227,162,0.0,217567232,0.0,21557248
0.013740062713623047,163,0.0,217567232,0.0,21557248
0.0145111083984375,162,0.0,217571328,1.0,21557248
0.014383077621459961,162,0.0,217571328,0.0,21557248
0.013607978820800781,162,0.0,217571328,0.0,21557248
0.01388096809387207,162,0.0,217571328,0.0,21557248
0.014567136764526367,162,0.0,217579520,0.0,21557248
0.014410972595214844,162,0.0,217583616,0.0,21557248
0.013484001159667969,162,0.0,217587712,1.0,21557248
0.01353907585144043,164,0.0,217587712,0.0,21557248
0.014238119125366211,163,0.0,217587712,0.0,21557248
0.015012979507446289,162,0.0,217587712,0.0,21557248
0.014229059219360352,162,0.0,217587712,1.0,21557248
0.015080928802490234,162,0.0,217587712,0.0,21557248
0.013297080993652344,162,0.0,217587712,0.0,21557248
0.0143280029296875,162,0.0,217587712,0.0,21557248
0.013900041580200195,162,0.0,219660288,0.0,21557248
0.014513969421386719,161,0.0,219660288,1.0,21557248
0.014307022094726562,164,0.0,219660288,0.0,21557248
0.01421499252319336,162,0.0,219660288,0.0,21557248
0.014072895050048828,162,0.0,219660288,0.0,21557248
0.014013051986694336,164,0.0,219660288,0.0,21557248
0.01427602767944336,162,0.0,219660288,0.0,21557248
0.013864994049072266,162,0.0,219660288,0.0,21557248
0.014911174774169922,161,0.0,219660288,1.0,21557248
0.014564990997314453,162,0.0,219660288,1.0,21557248
0.01520395278930664,162,0.0,219660288,0.0,21557248
0.014528989791870117,162,0.0,219660288,0.0,21557248
0.014523983001708984,162,0.0,219660288,0.0,21557248
0.013829946517944336,162,0.0,219664384,0.0,21557248
0.014638900756835938,162,0.0,219668480,0.0,21557248
0.014478921890258789,162,0.0,219676672,0.0,21557248
0.015172958374023438,163,0.0,219676672,0.0,21557248
0.01450490951538086,162,0.0,219676672,0.0,21557248
0.014982938766479492,162,0.0,219676672,1.0,21557248
0.013344049453735352,161,0.0,219676672,0.0,21557248
0.014075994491577148,163,0.0,219676672,0.0,21557248
0.014397144317626953,162,0.0,219676672,1.0,21557248
0.015388011932373047,162,0.0,219676672,0.0,21557248
0.015684843063354492,164,0.0,219697152,0.0,21573632
0.01491403579711914,162,0.0,219697152,0.0,21573632
0.01500701904296875,162,0.0,219697152,0.0,21573632
0.01310586929321289,162,0.0,219697152,1.0,21573632
0.014705896377563477,163,0.0,219697152,0.0,21573632
0.013637065887451172,162,0.0,219697152,0.0,21573632
0.014928102493286133,162,0.0,219697152,0.0,21573632
0.013942956924438477,162,0.0,219697152,0.0,21573632
0.013342142105102539,162,0.0,219697152,1.0,21573632
0.014995098114013672,162,0.0,219697152,0.0,21573632
0.012906789779663086,162,0.0,219697152,0.0,21573632
0.013401031494140625,161,0.0,219697152,1.0,21573632
0.014014959335327148,162,0.0,219697152,0.0,21573632
0.014272928237915039,163,0.0,219701248,0.0,21573632
0.013001203536987305,162,0.0,219701248,0.0,21573632
0.014229059219360352,162,0.0,219701248,0.0,21573632
0.014268159866333008,164,0.0,219701248,0.0,21573632
0.014534950256347656,162,0.0,219705344,0.0,21573632
0.014197826385498047,162,0.0,219705344,0.0,21573632
0.014489889144897461,162,0.0,219705344,0.0,21573632
0.013689041137695312,162,0.0,219705344,2.0,21573632
0.014770030975341797,164,0.0,219705344,0.0,21573632
0.015067815780639648,162,0.0,219709440,0.0,21577728
0.015091896057128906,161,0.0,219713536,0.0,21577728
0.012768030166625977,161,0.0,219717632,0.0,21577728
0.013777017593383789,164,0.0,219717632,0.0,21577728
0.013659954071044922,162,0.0,219717632,0.0,21577728
0.014523029327392578,162,0.0,219717632,0.0,21577728
0.014580011367797852,162,0.0,219717632,0.0,21577728
0.013310909271240234,162,0.0,219717632,0.0,21577728
0.013358116149902344,164,0.0,219717632,1.0,21577728
0.013595104217529297,162,0.0,219717632,1.0,21577728
0.01495218276977539,162,0.0,219721728,0.0,21577728
0.01415395736694336,162,0.0,219721728,0.0,21577728
0.014982938766479492,162,0.0,219721728,0.0,21577728
0.014990091323852539,162,0.0,219721728,0.0,21577728
0.014481067657470703,162,0.0,219721728,0.0,21577728
0.013554811477661133,161,0.0,219721728,0.0,21577728
0.014650821685791016,165,0.0,219721728,1.0,21577728
0.014078140258789062,163,0.0,219721728,0.0,21577728
0.015462160110473633,162,0.0,219721728,0.0,21577728
0.013971805572509766,163,0.0,219721728,0.0,21577728
0.01404118537902832,163,0.0,219725824,0.0,21577728
0.015875816345214844,163,0.0,219725824,0.0,21577728
0.01507711410522461,163,0.0,219729920,0.0,21577728
0.015108823776245117,163,0.0,219729920,1.0,21577728
0.014496088027954102,163,0.0,219729920,1.0,21577728
0.01351785659790039,163,0.0,219729920,0.0,21577728
0.013954877853393555,163,0.0,219729920,0.0,21577728
