time_stamp,sender_read_bytes,sender_write_bytes,sender_remote_ost_read_bytes,sender_remote_ost_write_bytes,sender_dtn_read_bytes,sender_dtn_write_bytes,sender_retrans,sender_avg_send_value,receiver_read_bytes,receiver_write_bytes,receiver_remote_ost_read_bytes,receiver_remote_ost_write_bytes,receiver_dtn_read_bytes,receiver_dtn_write_bytes,Differences of Last value of write_bytes_io,through_put
,,,,,,,,,,,,,,,,3.64453125
,,,,,,,,,,,,,,,,3.9169921875
,,,,,,,,,,,,,,,,3.7568359375
,,,,,,,,,,,,,,,,3.74547320604324
,,,,,,,,,,,,,,,,3.80433148145676
,,,,,,,,,,,,,,,,3.73836755752563
,,,,,,,,,,,,,,,,3.77921056747437
,,,,,,,,,,,,,,,,3.75729984045029
,,,,,,,,,,,,,,,,3.76320797204971
,,,,,,,,,,,,,,,,3.76810675859451
,,,,,,,,,,,,,,,,3.74299144744873
,,,,,,,,,,,,,,,,3.77418750524521
,,,,,,,,,,,,,,,,3.75084710121155
,,,,,,,,,,,,,,,,3.7841796875
,,,,,,,,,,,,,,,,3.7509765625
,,,,,,,,,,,,,,,,3.7705078125
,,,,,,,,,,,,,,,,3.75
,,,,,,,,,,,,,,,,3.7392578125
,,,,,,,,,,,,,,,,3.630859375
,,,,,,,,,,,,,,,,3.1083984375
,,,,,,,,,,,,,,,,3.087890625
,,,,,,,,,,,,,,,,3.072265625
,,,,,,,,,,,,,,,,3.1962890625
,,,,,,,,,,,,,,,,3.095703125
,,,,,,,,,,,,,,,,3.095703125
,,,,,,,,,,,,,,,,3.0908203125
,,,,,,,,,,,,,,,,3.080078125
,,,,,,,,,,,,,,,,3.1513671875
,,,,,,,,,,,,,,,,3.142578125
,,,,,,,,,,,,,,,,3.125
,,,,,,,,,,,,,,,,3.09375
,,,,,,,,,,,,,,,,3.0927734375
,,,,,,,,,,,,,,,,3.267578125
,,,,,,,,,,,,,,,,3.541015625
,,,,,,,,,,,,,,,,3.5380859375
,,,,,,,,,,,,,,,,3.51953125
,,,,,,,,,,,,,,,,3.5107421875
,,,,,,,,,,,,,,,,3.5517578125
,,,,,,,,,,,,,,,,3.4990234375
,,,,,,,,,,,,,,,,3.5615234375
,,,,,,,,,,,,,,,,3.4814453125
,,,,,,,,,,,,,,,,3.5478515625
,,,,,,,,,,,,,,,,3.546875
,,,,,,,,,,,,,,,,3.5625
,,,,,,,,,,,,,,,,3.513671875
,,,,,,,,,,,,,,,,3.5185546875
,,,,,,,,,,,,,,,,3.53515625
