"@timestamp per second","receiver_read_bytes","receiver_write_bytes","receiver_remote_ost_read_bytes","receiver_remote_ost_write_bytes","receiver_dtn_read_bytes","receiver_dtn_write_bytes","Differences of Last value of write_bytes_io"
"12:03:37",,,,,,,
"12:03:38",0,"260,044,704",0,"222,295,968",0,"266,986,000",
"12:03:39",0,"83,882,496",0,"142,602,320",0,"80,798,944","142,688,256"
"12:03:40",0,"234,880,192",0,"150,994,528",0,"237,329,600","179,863,552"
"12:03:41",0,"104,854,016",0,"167,768,576",0,"237,329,600","140,570,624"
"12:03:42",0,"201,326,592",0,"121,634,816",0,"110,311,912","134,119,424"
"12:03:43",0,"100,663,296",0,"104,857,600",0,"189,891,200","134,242,304"
"12:03:44",0,"109,051,904",0,"100,663,296",0,"105,658,144","109,375,488"
"12:03:45",0,"289,403,392",0,"356,512,256",0,"101,718,896","326,803,456"
"12:03:46",0,"264,241,152",0,"201,326,592",0,"320,901,056","231,952,384"
"12:03:47",0,"167,771,472",0,"184,548,688",0,"237,572,544","137,801,728"
"12:03:48",0,"209,715,200",0,"226,492,416",0,"170,913,504","220,819,456"
"12:03:49",0,"163,577,856",0,"142,606,336",0,"209,190,688","143,384,576"
"12:03:50",0,"230,686,720",0,"213,909,504",0,"155,275,552","230,502,400"
"12:03:51",0,"176,160,768",0,"243,269,632",0,"232,310,512","242,319,360"
"12:03:52",0,"104,857,600",0,"71,303,168",0,"194,309,616","98,185,216"
"12:03:53",0,"205,520,896",0,"188,743,680",0,"93,589,824","170,737,664"
"12:03:54",0,"234,878,880",0,"218,101,664",0,"207,038,912","201,289,728"
"12:03:55",0,"184,549,376",0,"209,715,200",0,"226,328,448","226,353,152"
"12:03:56",0,"134,217,728",0,"125,829,120",0,"192,330,176","105,832,448"
"12:03:57",0,"213,909,504",0,"197,132,288",0,"135,856,864","192,487,424"
"12:03:58",0,"125,829,120",0,"130,023,424",0,"205,134,880","141,402,112"
"12:03:59",0,"125,829,120",0,"130,023,424",0,"129,982,272","129,826,816"
"12:04:00",0,"138,412,032",0,"138,412,032",0,"132,283,200","143,994,880"
"12:04:01",0,"272,627,744",0,"264,239,136",0,"150,301,344","246,059,008"
"12:04:02",0,0,0,"243,269,632",0,"248,710,928","248,406,016"
"12:04:03",0,"247,463,936",0,"121,632,680",0,"254,603,424","120,651,776"
"12:04:04",0,"130,021,288",0,"230,686,720",0,"131,803,384","226,897,920"
"12:04:05",0,"218,103,808",0,"54,525,952",0,"209,545,312","57,085,952"
"12:04:06",0,"54,525,952",0,"176,154,560",0,"57,087,072","171,999,232"
"12:04:07",0,"201,320,384",0,0,0,"200,702,688","84,643,840"
"12:04:08",0,"63,960,856",0,"80,738,072",0,"73,018,256","159,191,040"
"12:04:09",0,"163,577,856",0,"159,383,552",0,"163,014,560","232,685,568"
"12:04:10",0,"218,103,808",0,"230,686,720",0,"213,997,152","196,849,664"
"12:04:11",0,"255,852,544",0,"197,132,288",0,"261,286,816","149,979,136"
"12:04:12",0,"113,246,208",0,"163,577,856",0,"105,965,936","239,980,544"
"12:04:13",0,"218,103,808",0,"226,492,416",0,"225,264,736","99,713,024"
"12:04:14",0,"138,412,032",0,"100,663,296",0,"147,842,240","261,787,648"
"12:04:15",0,"251,658,240",0,"260,046,848",0,"239,819,936","69,099,520"
"12:04:16",0,"109,051,904",0,"79,691,776",0,"103,199,544","144,945,152"
"12:04:17",0,"138,412,032",0,"163,577,856",0,"138,833,376","87,875,584"
"12:04:18",0,"46,137,344",0,"71,303,168",0,"51,189,336","133,398,528"
"12:04:19",0,"138,409,312",0,"125,826,400",0,"142,579,936","158,380,032"
"12:04:20",0,"234,881,024",0,"176,160,768",0,"247,386,144","166,215,680"
"12:04:21",0,"100,663,296",0,"155,189,248",0,"79,156,760","232,079,360"
"12:04:22",0,"222,298,112",0,"234,881,024",0,"222,276,512","172,802,048"
"12:04:23",0,"247,463,936",0,"226,492,416",0,"252,949,472","159,436,800"
"12:04:24",0,"92,271,864",0,"113,243,384",0,"88,132,072","138,498,048"
"12:04:25",0,"213,907,424",0,"155,189,248",0,"227,467,264","182,349,824"
"12:04:26",0,"167,772,160",0,"142,604,256",0,"153,302,768","142,012,416"
"12:04:27",0,"125,829,120",0,"171,966,464",0,"123,529,872","168,116,224"
"12:04:28",0,"226,492,416",0,"213,909,504",0,"243,214,720","227,504,128"
"12:04:29",0,"209,715,200",0,"180,355,072",0,"194,669,680","199,106,560"
"12:04:30",0,"184,549,376",0,"226,492,416",0,"185,558,688","134,688,768"
"12:04:31",0,"96,468,992",0,"88,080,384",0,"96,063,760","84,267,008"
"12:04:32",0,"113,246,208",0,"104,857,600",0,"122,467,208","174,772,224"
"12:04:33",0,"163,577,856",0,"201,326,592",0,"152,676,768","121,905,152"
"12:04:34",0,"121,634,816",0,"130,023,424",0,"129,650,672","156,598,272"
"12:04:35",0,"213,909,504",0,"104,857,600",0,"219,121,456","233,938,944"
"12:04:36",0,"192,937,984",0,"260,046,848",0,"180,140,576","150,515,712"
"12:04:37",0,"113,081,928",0,"134,215,512",0,0,"116,961,280"
"12:04:38",0,"184,549,376",0,"134,055,664",0,"126,938,048","175,652,864"
"12:04:39",0,"155,189,248",0,"209,715,200",0,"171,783,120","129,843,200"
"12:04:40",0,"121,634,816",0,"92,274,688",0,"155,863,760","151,117,824"
"12:04:41",0,"171,962,944",0,"150,991,424",0,"119,732,632","143,355,904"
"12:04:42",0,"50,331,648",0,"138,412,032",0,"178,384,112","73,359,360"
"12:04:43",0,"167,772,160",0,"71,303,168",0,"42,875,640","150,118,400"
"12:04:44",0,"167,772,160",0,"167,772,160",0,"172,530,992","149,975,040"
"12:04:45",0,"184,549,376",0,"125,829,120",0,"164,128,288","213,950,464"
"12:04:46",0,"146,800,640",0,"255,852,544",0,"191,543,216","127,365,120"
"12:04:47",0,"100,663,296",0,"83,886,080",0,"142,357,568","96,636,928"
"12:04:48",0,"113,246,208",0,"96,468,992",0,"98,374,008","111,247,360"
"12:04:49",0,"176,160,768",0,"159,383,552",0,"115,221,488","162,754,560"
"12:04:50",0,"92,274,688",0,"113,246,208",0,"173,396,288","103,710,720"
"12:04:51",0,"142,606,336",0,"121,634,816",0,"96,519,176","133,070,848"
"12:04:52",0,"176,160,768",0,"104,857,600",0,"140,249,184","187,797,504"
"12:04:53",0,0,0,"247,463,936",0,"188,317,120","125,472,768"
"12:04:54",0,"138,412,032",0,"96,468,992",0,"124,952,680","113,053,696"
"12:04:55",0,"113,246,208",0,"130,023,424",0,"113,053,832","130,404,352"
"12:04:56",0,"138,412,032",0,"104,857,600",0,"141,924,672","138,174,464"
"12:04:57",0,"130,023,424",0,"117,440,512",0,"126,653,376","106,291,200"
"12:04:58",0,"104,857,600",0,"125,829,120",0,"107,450,128","142,405,632"
"12:04:59",0,"176,160,768",0,"167,772,160",0,"176,152,416","183,574,528"
"12:05:00",0,"150,994,944",0,"188,743,680",0,"148,800,576","95,789,056"
"12:05:01",0,"104,857,600",0,"79,691,776",0,"106,106,720","181,063,680"
"12:05:02",0,"176,160,768",0,"167,772,160",0,"106,106,720","104,116,224"
"12:05:03",0,"104,857,600",0,"100,663,296",0,"185,475,888","72,523,776"
"12:05:04",0,"79,691,776",0,"88,080,384",0,"94,947,864","133,238,784"
"12:05:05",0,"155,189,248",0,"150,994,944",0,"80,552,672","236,527,616"
"12:05:06",0,"264,241,152",0,"301,989,888",0,"153,409,504","212,836,352"
"12:05:07",0,"197,131,600",0,"138,411,344",0,"275,306,848","203,329,536"
"12:05:08",0,"179,948,832",0,"175,754,528",0,"185,351,680","84,017,152"
"12:05:09",0,"92,274,688",0,"142,606,336",0,"181,009,728","235,450,368"
"12:05:10",0,"239,075,328",0,"209,715,200",0,"97,788,264","100,212,736"
"12:05:11",0,"104,857,600",0,"113,246,208",0,"233,985,472","194,969,600"
"12:05:12",0,"188,743,680",0,"188,743,680",0,"111,945,296","87,375,872"
"12:05:13",0,"92,274,008",0,"62,913,880",0,"194,025,280","115,044,352"
"12:05:14",0,"138,412,032",0,"138,412,032",0,"80,124,728","209,694,720"
"12:05:15",0,"226,492,416",0,"226,492,416",0,"137,745,808","125,460,480"
"12:05:16",0,"75,497,472",0,"75,497,472",0,"228,923,200","74,092,544"
"12:05:17",0,"121,634,816",0,"121,634,816",0,"74,459,672","150,761,472"
"12:05:18",0,"188,743,680",0,"188,743,680",0,"122,820,504","253,702,144"
"12:05:19",0,"255,849,024",0,"260,043,328",0,"186,155,264","214,712,320"
"12:05:20",0,"213,908,752",0,"209,714,448",0,"269,490,880","180,948,992"
"12:05:21",0,"155,189,248",0,"150,994,944",0,"215,268,736","143,876,096"
"12:05:22",0,"100,663,296",0,"96,468,992",0,"151,029,696","79,183,872"
"12:05:23",0,"83,886,080",0,"92,274,688",0,"88,834,872","67,260,416"
"12:05:24",0,"75,497,472",0,"58,720,256",0,"85,138,328","185,225,216"
"12:05:25",0,"230,686,720",0,"247,463,936",0,"90,578,664","187,555,840"
"12:05:26",0,"205,520,896",0,"205,520,896",0,"217,748,736","226,037,760"
"12:05:27",0,"192,937,984",0,"176,160,768",0,"204,448,800","174,661,632"
"12:05:28",0,"163,577,856",0,"176,160,768",0,"203,779,552","143,704,064"
"12:05:29",0,"234,881,024",0,"230,686,720",0,"159,586,304","235,438,080"
"12:05:30",0,"180,355,072",0,"180,355,072",0,"228,098,976","158,441,472"
"12:05:31",0,"117,438,376",0,"109,049,768",0,"184,738,240","120,897,536"
"12:05:32",0,"155,189,248",0,"130,023,424",0,"120,088,960","155,688,960"
"12:05:33",0,"180,353,152",0,"201,326,592",0,"148,951,840","165,302,272"
"12:05:34",0,"142,606,336",0,"155,187,328",0,"177,743,008","191,356,928"
"12:05:35",0,"260,046,848",0,"226,492,416",0,"148,172,000","186,777,600"
"12:05:36",0,"142,605,616",0,"113,245,488",0,"254,048,992","151,461,888"
"12:05:37",0,"137,173,648",0,"197,131,600",0,"143,353,152","190,054,400"
"12:05:38",0,"213,909,504",0,"195,894,592",0,"140,834,592","177,573,888"
"12:05:39",0,"239,075,328",0,"138,412,032",0,"207,038,688","233,119,744"
"12:05:40",0,"205,520,896",0,"314,572,800",0,"263,327,616","175,263,744"
"12:05:41",0,"142,606,336",0,"138,412,032",0,"182,119,712","157,986,816"
"12:05:42",0,"142,606,336",0,"92,274,688",0,"145,018,960","126,455,808"
"12:05:43",0,"130,023,424",0,"163,577,856",0,"139,421,840","131,444,736"
"12:05:44",0,0,0,"109,051,904",0,"131,446,312","88,719,360"
"12:05:45",0,"83,886,080",0,"171,966,464",0,"91,692,880","157,782,016"
"12:05:46",0,"163,577,856",0,"113,242,144",0,"154,806,976","199,712,768"
"12:05:47",0,"209,711,136",0,"213,909,504",0,"222,856,752","204,750,848"
"12:05:48",0,"209,715,200",0,"176,160,768",0,"208,358,720","137,089,024"
"12:05:49",0,"121,634,816",0,"142,606,336",0,"110,325,800","127,975,424"
"12:05:50",0,"159,383,552",0,"243,269,632",0,"170,904,032","271,089,664"
"12:05:51",0,"272,629,760",0,"201,323,008",0,"262,470,624","178,868,224"
"12:05:52",0,"171,959,360",0,"88,076,856",0,"175,937,440","63,553,536"
"12:05:53",0,"83,882,448",0,"239,071,696",0,"92,884,864","348,319,744"
"12:05:54",0,"301,989,888",0,"163,577,856",0,"288,902,912","90,267,648"
"12:05:55",0,"104,855,624",0,"218,101,824",0,"104,569,024","191,102,976"
"12:05:56",0,"209,715,200",0,"125,829,120",0,"208,937,216","129,826,816"
"12:05:57",0,"104,857,600",0,"134,217,728",0,"115,287,336","162,648,064"
"12:05:58",0,"167,772,160",0,"159,381,408",0,"158,284,240","177,647,616"
"12:05:59",0,"197,130,144",0,"205,520,896",0,"194,284,960","187,031,552"
"12:06:00",0,"239,075,328",0,"201,326,592",0,"239,159,168","182,702,080"
"12:06:01",0,"134,217,728",0,"146,800,640",0,"140,993,280","127,369,216"
"12:06:02",0,"167,772,160",0,"197,132,288",0,"162,913,024","216,637,440"
"12:06:03",0,"184,549,376",0,"155,189,248",0,"185,544,160","146,251,776"
"12:06:04",0,"146,800,640",0,"104,857,600",0,"147,437,152","101,335,040"
"12:06:05",0,"138,412,032",0,"167,772,160",0,"138,172,224","177,471,488"
"12:06:06",0,"159,381,408",0,"159,381,408",0,"155,752,320","142,790,656"
"12:06:07",0,"150,994,192",0,"146,799,888",0,"163,336,256","149,209,088"
"12:06:08",0,"121,599,800",0,"92,239,672",0,"112,520,208","85,962,752"
"12:06:09",0,"150,994,944",0,"205,520,896",0,"160,704,480","242,827,264"
"12:06:10",0,"171,966,464",0,"117,440,512",0,"160,878,048","86,355,968"
"12:06:11",0,"83,886,080",0,"121,634,064",0,"82,885,008","105,529,344"
"12:06:12",0,"150,990,944",0,"109,048,664",0,"156,836,176","121,901,056"
"12:06:13",0,"121,634,816",0,"138,412,032",0,"130,566,624","161,705,984"
"12:06:14",0,"159,383,552",0,"138,412,032",0,"153,746,624","125,460,480"
"12:06:15",0,"121,634,816",0,"150,994,944",0,"119,976,936","165,920,768"
"12:06:16",0,"146,800,640",0,"125,829,120",0,"153,072,800","106,586,112"
"12:06:17",0,"130,023,424",0,"113,246,208",0,"119,165,024","123,297,792"
"12:06:18",0,"109,051,904",0,"121,634,816",0,"109,246,208","97,460,224"
"12:06:19",0,"92,274,688",0,"125,829,120",0,"89,564,040","158,887,936"
"12:06:20",0,"255,852,544",0,"276,823,488",0,"268,675,872","260,689,920"
"12:06:21",0,"159,382,976",0,"83,886,080",0,"268,675,872","85,688,320"
"12:06:22",0,"155,189,248",0,"201,326,592",0,"151,819,968","207,593,472"
"12:06:23",0,"327,152,448",0,"348,123,968",0,"156,759,424","356,884,480"
"12:06:24",0,"226,492,416",0,"159,383,552",0,"337,628,032","125,521,920"
"12:06:25",0,"150,994,944",0,"176,160,768",0,"215,369,920","182,644,736"
"12:06:26",0,"125,829,120",0,"100,663,296",0,"143,717,296","89,800,704"
"12:06:27",0,"75,497,472",0,"88,080,384",0,"132,078,824","102,649,856"
"12:06:28",0,"209,715,200",0,"201,326,592",0,"77,199,912","185,454,592"
"12:06:29",0,"100,663,296",0,"109,051,904",0,"212,662,608","122,888,192"
"12:06:30",0,"176,160,768",0,"159,383,552",0,"98,589,648","147,202,048"
"12:06:31",0,"188,743,680",0,"188,743,680",0,"170,579,888","188,121,088"
"12:06:32",0,"104,857,600",0,"104,857,600",0,"189,041,024","110,145,536"
"12:06:33",0,"146,800,640",0,"146,800,640",0,"102,974,304","138,285,056"
"12:06:34",0,"184,549,376",0,"184,549,376",0,"145,454,896","185,495,552"
"12:06:35",0,0,0,"100,661,912",0,"185,497,824","102,453,248"
"12:06:36",0,"100,661,912",0,"109,051,904",0,"102,448,736","107,565,056"
"12:06:37",0,"113,246,208",0,"201,326,592",0,"121,892,360","199,725,056"
"12:06:38",0,"197,132,288",0,"147,962,592",0,"185,392,864","153,645,056"
"12:06:39",0,"147,962,592",0,"159,383,552",0,"153,637,984","157,122,560"
"12:06:40",0,"159,383,552",0,"150,994,944",0,"157,120,944","150,573,056"
"12:06:41",0,"155,189,248",0,"96,468,992",0,"162,488,352","97,112,064"
"12:06:42",0,"96,468,992",0,0,0,"92,563,232","161,124,352"
"12:06:43",0,"213,909,504",0,"171,966,464",0,"246,871,152","270,286,848"
"12:06:44",0,"255,849,760",0,"260,044,064",0,"235,722,432","164,950,016"
"12:06:45",0,"201,326,528",0,"176,160,768",0,"192,420,640","211,632,128"
"12:06:46",0,"197,132,288",0,"205,520,832",0,"206,007,168","217,907,200"
"12:06:47",0,"163,577,856",0,"209,715,200",0,"147,689,648","60,174,336"
"12:06:48",0,"104,857,600",0,"71,303,168",0,"119,501,288","96,169,984"
"12:06:49",0,"71,303,168",0,"88,080,384",0,"66,215,448","205,881,344"
"12:06:50",0,"234,881,024",0,"205,520,896",0,"225,047,936","140,492,800"
"12:06:51",0,"125,825,816",0,"138,412,032",0,"137,053,392","224,878,592"
"12:06:52",0,"314,566,464",0,"264,231,488",0,"306,462,112","257,826,816"
"12:06:53",0,"188,743,680",0,"243,269,632",0,"199,436,128","183,320,576"
"12:06:54",0,"155,185,664",0,"171,966,464",0,"143,473,296","240,177,152"
"12:06:55",0,"306,184,192",0,"239,071,744",0,"332,057,760","240,865,280"
"12:06:56",0,"163,577,008",0,"230,686,720",0,"138,053,264","96,923,648"
"12:06:57",,,,,,,
