time_stamp,sender_read_bytes,sender_write_bytes,sender_remote_ost_read_bytes,sender_remote_ost_write_bytes,sender_dtn_read_bytes,sender_dtn_write_bytes,sender_retrans,receiver_read_bytes,receiver_write_bytes,receiver_remote_ost_read_bytes,receiver_remote_ost_write_bytes,receiver_dtn_read_bytes,receiver_dtn_write_bytes,Differences of Last value of write_bytes_io,through_put
12:38:35 PM,176160768,0,150994944,0,158597120,0,0,0,163577856,0,285212672,0,159383552,167772160,1.16015625
12:38:36 PM,159383552,0,167772160,0,171835392,0,0,0,167772160,0,285212672,0,166068224,159408128,1.244140625
12:38:37 PM,159383552,0,167772160,0,166461440,0,0,0,167772160,0,293601280,0,165281792,156921856,1.2099609375
12:38:38 PM,167772160,0,155189248,0,160825344,0,0,0,159383552,0,310378496,0,167772160,161845248,1.1640625
12:38:39 PM,167772160,0,180355072,0,159383552,0,0,0,171966464,0,301989888,0,159383552,165441536,1.298828125
12:38:40 PM,167772160,0,163577856,0,167772160,0,0,0,163577856,0,301989888,0,171966464,165883904,1.10546875
12:38:41 PM,205520896,0,155189248,0,159383552,0,0,0,188743680,0,285212672,0,163577856,195334144,1.28125
12:38:42 PM,213909504,0,201326592,0,222167040,0,0,0,226492416,0,402653184,0,188612608,209207296,1.6416015625
12:38:43 PM,234881024,0,234881024,0,217317376,0,0,0,243269632,0,427819008,0,226623488,241410048,1.66980838775635
12:38:44 PM,234881024,0,234881024,0,230031360,0,0,0,218103808,0,419430400,0,243333344,218132480,1.78136348724365
12:38:45 PM,0,0,218103808,0,240648192,0,0,0,0,0,419430400,0,218826528,233095168,1.59389024972916
12:38:46 PM,234881024,0,243269632,0,227278848,0,0,0,243269632,0,452984832,0,241453440,249245696,1.814453125
12:38:47 PM,251658240,0,243269632,0,254935040,0,0,0,243269632,0,461373440,0,244449280,239079424,1.85532850027084
12:38:48 PM,268435456,0,260046848,0,258211840,0,0,0,251658240,0,482344960,0,251286752,264273920,1.8544921875
12:38:49 PM,251658240,0,260046848,0,258605056,0,0,0,264241152,0,473956352,0,263806640,243245056,1.83495533466339
12:38:50 PM,234881024,0,230686720,0,239468544,0,0,0,251658240,0,444596224,0,252313600,218103808,1.779296875
12:38:51 PM,234881024,0,222298112,0,221249536,0,0,0,226492416,0,419430400,0,226492416,224792576,1.6962890625
12:38:52 PM,234881024,0,234881024,0,243138560,0,0,0,218103808,0,419430400,0,217710592,215609344,1.5927734375
12:38:53 PM,167772160,0,167772160,0,174194688,0,0,0,197132288,0,343932928,0,197525504,183640064,1.4296875
12:38:54 PM,222298112,0,218103808,0,225837056,0,0,0,209715200,0,427819008,0,210108416,224526336,1.53809154033661
12:38:55 PM,239075328,0,234881024,0,236847104,0,0,0,234881024,0,419430400,0,234488560,228458496,1.71875
12:38:56 PM,218103808,0,218103808,0,219545600,0,0,0,230686720,0,415236096,0,230686720,223186944,1.65234375
12:38:57 PM,226492416,0,234881024,0,224788480,0,0,0,218103808,0,419430400,0,219414528,222298112,1.626953125
12:38:58 PM,247463936,0,234881024,0,248512512,0,0,0,247463936,0,419430400,0,246153216,246054912,1.7958984375
12:38:59 PM,222298112,0,218103808,0,215875584,0,0,0,226492416,0,423624704,0,226492416,207618048,1.615234375
12:39:00 PM,335544320,0,318767104,0,345505792,0,0,0,281018368,0,394264576,0,281018368,419168256,2.423828125
12:39:01 PM,419430400,0,415236096,0,419299328,0,0,0,423624704,0,411041792,0,423624704,376438784,3.0703125
12:39:02 PM,268435456,0,289406976,0,266469376,0,0,0,322961408,0,462782464,0,322961408,218755072,2.0888671875
12:39:03 PM,234881024,0,218103808,0,224919552,0,0,0,222298112,0,419430400,0,221773824,218632192,1.63671875
12:39:04 PM,218103808,0,234881024,0,229244928,0,0,0,226492416,0,427819008,0,225050624,238047232,1.671875
12:39:05 PM,251658240,0,234881024,0,236322816,0,0,0,239075328,0,423624704,0,241041408,212054016,1.669921875
12:39:06 PM,226492416,0,218103808,0,226492416,0,0,0,234881024,0,411041792,0,229376000,233963520,1.6748046875
12:39:07 PM,209715200,0,226492416,0,217317376,0,0,0,218103808,0,411041792,0,223608832,217157632,1.7138671875
12:39:08 PM,251658240,0,243269632,0,247988224,0,0,0,247463936,0,419430400,0,247201792,249503744,1.72265625
12:39:09 PM,251658240,0,243269632,0,252182528,0,0,0,243269632,0,411041792,0,239337472,244404224,1.865234375
12:39:10 PM,251658240,0,239075328,0,247332864,0,0,0,247463936,0,419430400,0,246284288,231682048,1.763671875
12:39:11 PM,243269632,0,255852544,0,254410752,0,0,0,255852544,0,419430400,0,261246768,264241152,1.89565885066986
12:39:12 PM,243269632,0,247463936,0,240386048,0,0,0,247463936,0,419430400,0,247442912,229036032,1.80648398399353
12:39:13 PM,251658240,0,209715200,0,242876416,0,0,0,222298112,0,419430400,0,220463104,232390656,1.62890625
12:39:14 PM,226492416,0,247463936,0,229769216,0,0,0,239075328,0,402653184,0,241979936,223109120,1.81363320350647
12:39:15 PM,222298112,0,218103808,0,230948864,0,0,0,226492416,0,436207616,0,0,224243712,1.5400390625
12:39:16 PM,255852544,0,239075328,0,248512512,0,0,0,255852544,0,423624704,0,225443840,257265664,1.86215364933014
12:39:17 PM,251658240,0,247463936,0,247595008,0,0,0,247463936,0,419430400,0,253079760,243298304,1.87546390295029
12:39:18 PM,234881024,0,251658240,0,235012096,0,0,0,243269632,0,419430400,0,249623360,239288320,1.81203609704971
12:39:19 PM,234881024,0,218103808,0,235536384,0,0,0,218103808,0,427819008,0,245828800,221265920,1.51171875
12:39:20 PM,251658240,0,251658240,0,243531776,0,0,0,251658240,0,419430400,0,216137728,227532800,1.78378570079803
12:39:21 PM,230686720,0,234881024,0,237633536,0,0,0,239075328,0,419430400,0,253047152,234647552,1.79673475027084
12:39:22 PM,222298112,0,218103808,0,215875584,0,0,0,230686720,0,411041792,0,237686416,217083904,1.68705767393112
12:39:23 PM,222298112,0,218103808,0,246546432,0,0,0,218103808,0,427819008,0,230686720,237768704,1.59375
12:39:24 PM,239075328,0,234881024,0,221380608,0,0,0,226492416,0,419430400,0,217841664,224628736,1.75
12:39:25 PM,213909504,0,218103808,0,231604224,0,0,0,230686720,0,419430400,0,226230272,212889600,1.673828125
12:39:26 PM,230686720,0,234881024,0,218103808,0,0,0,230686720,0,427819008,0,233308160,223318016,1.6064453125
12:39:27 PM,243269632,0,218103808,0,250609664,0,0,0,230686720,0,402653184,0,228589568,231632896,1.740234375
12:39:28 PM,239075328,0,251658240,0,233308160,0,0,0,247463936,0,411041792,0,231079936,243634176,1.740234375
12:39:29 PM,234881024,0,234881024,0,242483200,0,0,0,230686720,0,419430400,0,247070720,229376000,1.7294921875
12:39:30 PM,255852544,0,243269632,0,241696768,0,0,0,251658240,0,419430400,0,228982784,238055424,1.8173828125
12:39:31 PM,239075328,0,226492416,0,251527168,0,0,0,239075328,0,419430400,0,249561088,248483840,1.7236328125
12:39:32 PM,230686720,0,234881024,0,234356736,0,0,0,243269632,0,411041792,0,242221056,234905600,1.7080078125
12:39:33 PM,247463936,0,234881024,0,228982784,0,0,0,234881024,0,413827072,0,239206400,233701376,1.7529296875
12:39:34 PM,239075328,0,234881024,0,246415360,0,0,0,247463936,0,427819008,0,238682112,227651584,1.76953125
12:39:35 PM,230686720,0,243269632,0,238288896,0,0,0,222298112,0,423624704,0,250085376,229797888,1.783203125
12:39:36 PM,239075328,0,243269632,0,238288896,0,0,0,255852544,0,415236096,0,218234880,248352768,1.6025390625
12:39:37 PM,0,0,209715200,0,231473152,0,0,0,197132288,0,377487360,0,254672896,192962560,1.8271484375
12:39:38 PM,201326592,0,192937984,0,196739072,0,0,0,0,0,352321536,0,200671232,208801792,1.3876953125
12:39:39 PM,218103808,0,234881024,0,221904896,0,0,0,209715200,0,427819008,0,209715200,218365952,1.6357421875
12:39:40 PM,218103808,0,218103808,0,224133120,0,0,0,230686720,0,419430400,0,231079936,243896320,1.6552734375
12:39:41 PM,247463936,0,234881024,0,0,0,0,0,230686720,0,427819008,0,230293504,218103808,1.70688539743423
12:39:42 PM,222298112,0,230686720,0,243793920,0,0,0,226492416,0,411041792,0,226472832,217591808,1.69140625
12:39:43 PM,222298112,0,209715200,0,231473152,0,0,0,234881024,0,411041792,0,235012096,224112640,1.68359375
12:39:44 PM,230686720,0,230686720,0,219545600,0,0,0,209715200,0,411041792,0,209715200,212606976,1.6259765625
12:39:45 PM,230686720,0,218103808,0,222691328,0,0,0,243269632,0,427819008,0,243138560,237383680,1.7265625
12:39:46 PM,,,,,,,,0,230686720,0,411041792,0,229900288,218365952,1.6220703125
,,,,,,,,,,,,,,,1.751953125
,,,,,,,,,,,,,,,1.5498046875
,,,,,,,,,,,,,,,1.71875
,,,,,,,,,,,,,,,1.6416015625
,,,,,,,,,,,,,,,1.8203125
,,,,,,,,,,,,,,,1.7236328125
,,,,,,,,,,,,,,,1.6572265625
,,,,,,,,,,,,,,,1.71875
,,,,,,,,,,,,,,,1.7529296875
,,,,,,,,,,,,,,,1.654296875
,,,,,,,,,,,,,,,1.7080078125
,,,,,,,,,,,,,,,1.6318359375
,,,,,,,,,,,,,,,1.59375
,,,,,,,,,,,,,,,1.63671875
,,,,,,,,,,,,,,,1.59765625
,,,,,,,,,,,,,,,1.6376953125
,,,,,,,,,,,,,,,1.599609375
,,,,,,,,,,,,,,,1.33608335256577
,,,,,,,,,,,,,,,1.46875
,,,,,,,,,,,,,,,1.2822265625
,,,,,,,,,,,,,,,1.498046875
,,,,,,,,,,,,,,,1.59375
,,,,,,,,,,,,,,,1.34375
,,,,,,,,,,,,,,,1.6787109375
,,,,,,,,,,,,,,,1.6630859375
,,,,,,,,,,,,,,,1.625
,,,,,,,,,,,,,,,1.8125
